id,dragonid,description,name,image,background,wings,body,bodyscales,tail,ears,eyes,mouth,horns,headpiece,territory,class,attacktype,isMinted,,
3142,8142,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8142,https://gateway.pinata.cloud/ipfs/Qmba9UWJiuVv1cF4D78WHJ71jpHYu5j8EUK3rPMmJAzExr,Glaucous Background,Parrot Wings,Windstorm Dragon,Ikat Scales,Fire Candy Tail,Devil Ears,Prideful Eyes,Cat Mouth,Snail Shell Horns,Atlan Crown Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:07.458+05,2021-10-17 18:19:07.458+05
3143,8143,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8143,https://gateway.pinata.cloud/ipfs/QmRWABJypUnXX9yM5NYSJikinYJ7BQKv74cUAFUKJA9ABm,Nagaland Background,Desert Inferno Wings,Aqua Spiral Dragon,Beehive Scales,Sapphire Spade Tail,Elf Shoe Ears,Focused Eyes,Nervous Mouth,Ram Horns,Golden Moon Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:19:07.459+05,2021-10-17 18:19:07.459+05
3144,8144,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8144,https://gateway.pinata.cloud/ipfs/QmUSPXWSodcH6JgB1w8mexipU5x5oAnsAaCy9e7X4KCvmq,Pastel Green Background,Evergreen Wings,Gecko Dragon,Beehive Scales,Barbed Spear Tail,Kodiak Ears,Troubled Eyes,Gnarly Mouth,Moose Horns,Whirlpool Headpiece,Enchanted Forest,Venemous,Poison Cloud,f,2021-10-17 18:19:07.461+05,2021-10-17 18:19:07.461+05
3145,8145,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8145,https://gateway.pinata.cloud/ipfs/QmNu2DGVTJD3F4TmUJ9H6Dx9Ubp1dWfNSxWRfcsF8HToYW,Chartreuse Background,Dijon Wings,Windstorm Dragon,Rubik Scales,Stingray Tail,Devil Ears,Bugged Eyes,Tenacious Mouth,Ram Horns,Carnelian Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:07.462+05,2021-10-17 18:19:07.462+05
3146,8146,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8146,https://gateway.pinata.cloud/ipfs/QmNwEYoPBUZ3QZv7zzDwJECq8KTbpnX95ZBWjUdGM2Ksmy,Pink Punch Background,Golden Stroke Wings,Lilac Blue Dragon,Black Rose Scales,Harpoon Tail,Tired Minotaur Ears,Winking Eyes,Tenacious Mouth,Maleficent Spectrum Horns,Star Sapphire Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:19:07.463+05,2021-10-17 18:19:07.463+05
3147,8147,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8147,https://gateway.pinata.cloud/ipfs/QmTjxxW67TfN9NYbkvaNfKf2yvPLbcbaAhxcQ4Ra9uVvXw,Chartreuse Background,Pink Crescent Wings,Gecko Dragon,Ikat Scales,Tentacle Tail,Fuscus Ears,Bewildered Eyes,Repentant Mouth,Small Stone Horns,Crimson Rhino Headpiece,Enchanted Forest,Venemous,Poison Cloud,f,2021-10-17 18:19:07.463+05,2021-10-17 18:19:07.463+05
3148,8148,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8148,https://gateway.pinata.cloud/ipfs/QmZJFRGbnbsvD2JNoh9bdP9t87rsAQizdRG2BLPShFX3cn,Fire Pumpkin Background,Azure Wings,Smokey Sriracha Dragon,Basket Weave Scales,Hepta Thorn Tail,Injured Sheep Ears,Stressed Eyes,Lucky Mouth,Shadow Embrace Horns,Cyclone Headpiece,Ranth Desert,Firey Dragon,Spicy Fire,f,2021-10-17 18:19:07.464+05,2021-10-17 18:19:07.464+05
3149,8149,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8149,https://gateway.pinata.cloud/ipfs/QmRAHWbhwH4DPN5vPZWukD5ZfXpVkkFt4BghywQPSHCzxZ,Floral Background,Heavenly Light Wings,Snow Leopard Dragon,Elliptical Scales,Spiky Cyan Tail,Electric Ears,Inquisitive Eyes,Sad Vampire Mouth,Hell Boy Horns,Crescent Spring Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:07.465+05,2021-10-17 18:19:07.465+05
3150,8150,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8150,https://gateway.pinata.cloud/ipfs/QmQxnc94hDQm8oTahroPgKoj9SUk9ems8iLhnX6eMz8b8b,Electric Cyclone Background,Desert Inferno Wings,Fuscia Daisy Dragon,Aztec Scales,Shark Teeth Tail,Cloudy Ears,Scared Eyes,Tenacious Mouth,Minotaur Horns,Funky Mohican Hair Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:07.465+05,2021-10-17 18:19:07.465+05
3151,8151,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8151,https://gateway.pinata.cloud/ipfs/QmPvRV7VGLyxnDwjThGnCPYve9X8cR6cfvDiqzsjabc9Kf,Lollipop Background,Aquatic Green Wings,Flamy Dragon,Horus Eye Scales,Pistachio Tail,Witch Broom Ears,Envy Eyes,Lucky Mouth,Shadow Embrace Horns,Whirlpool Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:07.466+05,2021-10-17 18:19:07.466+05
3152,8152,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8152,https://gateway.pinata.cloud/ipfs/QmNVux9P7tjw84eeSTFUbxvanxWmawku2s8Kn2yr3qArGa,Deep Pink Orchid Background,Spotty FAYZ Wings,Electro Yale Dragon,Twirling Scales,Bolt Spear Tail,Sad Astronaut Ears,Petrified Eyes,Menancing Mouth,Maleficient Horns,Wreath Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:19:07.467+05,2021-10-17 18:19:07.467+05
3153,8153,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8153,https://gateway.pinata.cloud/ipfs/QmVQwMXXsYuKe8C8u2EMsnchZWZfWJXMjsFPEiC7vMQNju,Golden Orange Background,Flamingo Wings,Snow Leopard Dragon,Crooked Scales,Rattle Tail,Electric Ears,Insomnia Eyes,Puerile Mouth,Candy Horns,Emerald Crown Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:07.468+05,2021-10-17 18:19:07.468+05
3154,8154,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8154,https://gateway.pinata.cloud/ipfs/QmZ9DFV5x8aBveMkvEhGfE2SvSX4u9dUgmzLfyHTDGnxCh,Columbia Blue Background,Cyber Blade Wings,Morion Lava Dragon,Wavy Incensed Scales,Brown Twisted Tail,Zebu Horn Ears,Spooked Eyes,Egoistic Mouth,Maleficient Horns,Sparky Headpiece,Ashy Range,Lava Dragon,Volcanic Lava,f,2021-10-17 18:19:07.468+05,2021-10-17 18:19:07.468+05
3155,8155,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8155,https://gateway.pinata.cloud/ipfs/QmbnrkP9yFw68SkmYXSgzgmtjCioivqdk6eSfitfZoNcZw,Pink Punch Background,Volcanic Wings,Morion Lava Dragon,Zebra Scales,Brown Twisted Tail,Bull Horns Ears,Sharp Eyes,Lucky Mouth,Moose Horns,Star Sapphire Headpiece,Ashy Range,Lava Dragon,Volcanic Lava,f,2021-10-17 18:19:07.469+05,2021-10-17 18:19:07.469+05
3156,8156,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8156,https://gateway.pinata.cloud/ipfs/QmUxm21vRAQ8Jm2sQDLmRQWYBRGCrvSL7i4LJEW5drf4Gv,Frosted Tulip Background,Fallen Angel Wings,Ocean Blue Dragon,Scallops Scales,Spiky Deca Blue Tail,Tulip Ears,Troubled Eyes,Crooked Sabretooth Mouth,Demon Horns,Purple S Headpiece,CITRCA,Aquatic Dragon,WhirlPool,f,2021-10-17 18:19:07.469+05,2021-10-17 18:19:07.469+05
3157,8157,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8157,https://gateway.pinata.cloud/ipfs/QmWvaD5rAnekjcHxyNvSbsVCt3R9C99qz8N2KSnygFkaVG,Pineapple Lime Background,Crimson Bat Wings,Fuscia Daisy Dragon,Elliptical Scales,Shark Teeth Tail,Thought Bubble Ears,Confident Eyes,Avid Mouth,Snail Shell Horns,Black Phantom Hair Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:07.47+05,2021-10-17 18:19:07.47+05
3158,8158,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8158,https://gateway.pinata.cloud/ipfs/QmUMkguCPEiTWEebKhLDRvZLAaTfCcScRygP9k91rXDma4,Pastel Green Background,Desert Inferno Wings,Moon Stone Dragon,Armadillo Armor Scales,Sea Horse Tail,Squidward Ears,Petrified Eyes,Sarcastic Mouth,Kudu Horns,Whirlpool Headpiece,Tundra Mountain,Ice Dragon,Ice Shards Breath,f,2021-10-17 18:19:07.471+05,2021-10-17 18:19:07.471+05
3159,8159,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8159,https://gateway.pinata.cloud/ipfs/Qmbpsdoj54xHJgb4dwvtBnpEqQeLkkqY1jCFELJa9QV2qZ,Toscany Background,Golden Stroke Wings,Windstorm Dragon,Ash Scales,Devil Spetum Tail,Goldfish Fin Ears,Prideful Eyes,Smug Mouth,Demon Horns,Funky Mohican Hair Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:07.471+05,2021-10-17 18:19:07.471+05
3160,8160,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8160,https://gateway.pinata.cloud/ipfs/QmUSXs9DWaCgmcDX7bFGManTjhcTFs145CvV7cr7NpPPqe,Ever Green Forest,Heavenly Light Wings,Flamy Dragon,Noodle Scales,Sea Saw Tail,Apricloth Ears,Starry Night Eyes,Antagonized Mouth,Antelope Horns,Emerald Crown Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:07.472+05,2021-10-17 18:19:07.472+05
3161,8161,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8161,https://gateway.pinata.cloud/ipfs/QmXvEVJPF4z2wEaYSSRRaiifZX9GJSH8y9srLeoKZRghVj,Carrot Top Background,Spider Web Wings,Windstorm Dragon,Ash Scales,Devil Spetum Tail,Deer Ears,Confident Eyes,Tenacious Mouth,Small Stone Horns,Funky Mohican Hair Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:07.473+05,2021-10-17 18:19:07.473+05
3162,8162,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8162,https://gateway.pinata.cloud/ipfs/QmSheshTKJfNPAKtexoaZQAqEGKUjzxNFWytRU3UrysYGi,Screamin Green Background,Transveral Blue Wings,Flamy Dragon,Firey Scales,Pistachio Tail,Honey Butterfly Ears,Interested Eyes,Tenacious Mouth,Pudu Horns,Tuba Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:07.474+05,2021-10-17 18:19:07.474+05
3163,8163,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8163,https://gateway.pinata.cloud/ipfs/QmbQu9XUfjBWdSpjRE18djrMQyGHVjf8W2QJRpdrbyautH,Turkish Background,Midnight Claw Wings,Windstorm Dragon,Wicker Scales,Fire Candy Tail,Goldfish Fin Ears,Troubled Eyes,Smug Mouth,Anchor Horns,Emerald Crown Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:07.476+05,2021-10-17 18:19:07.476+05
3164,8164,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8164,https://gateway.pinata.cloud/ipfs/QmSbBAqnU7WbG5mQc5gNUPZ7vdcJJLuejGAjdhJokCKPLL,Violet Blue Background,Midnight Claw Wings,Morion Lava Dragon,Root Scales,Candle Flame Tail,Bull Horns Ears,Pretty Eyes,Orc Mouth,Juvenile Minotaur Horns,Star Sapphire Headpiece,Ashy Range,Lava Dragon,Volcanic Lava,f,2021-10-17 18:19:07.477+05,2021-10-17 18:19:07.477+05
3165,8165,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8165,https://gateway.pinata.cloud/ipfs/QmP8rdTwNDs6Tuz2NVivS3tiFymDvpXTGWpGyzCgqgvPBZ,Luminant Green Background,Taffy Turquoise Wings,Smokey Sriracha Dragon,Green Vine Scales,Godzilla Tail,Mahogany Monster Ears,Petrified Eyes,Ecstatic Mouth,Mountain Ram Horns,Crimson Rhino Headpiece,Ranth Desert,Firey Dragon,Spicy Fire,f,2021-10-17 18:19:07.479+05,2021-10-17 18:19:07.479+05
3166,8166,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8166,https://gateway.pinata.cloud/ipfs/QmVfNzwE2GGQYEgo4XgYfJfKXMVpBHAgchN7ZmEe7My66N,Nature Green Background,Bloodstained Wings,Undead Dragon,Lesion Scales,Lacerated Tail,Ravaged Crown Ears,Demented Eyes,Barbarian Mouth,Chiseled Horns,Jabbed Dagger Headpiece,Shire,Infected,Virus Infection,f,2021-10-17 18:19:07.48+05,2021-10-17 18:19:07.48+05
3167,8167,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8167,https://gateway.pinata.cloud/ipfs/QmUh2ZVybLZ5iEb46jFGNFupat3KZHNLHXvGXfhaPUb5ym,Scottish Bloom Background,Halloween Wings,Electro Yale Dragon,Wicker Scales,Bolt Spear Tail,Petal Ears,Pretty Eyes,Resolute Mouth,Fire Horns,Blood Ruby Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:19:07.48+05,2021-10-17 18:19:07.48+05
3168,8168,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8168,https://gateway.pinata.cloud/ipfs/QmQW8dw1otqYAEmoWEg8Edwty42PCgY9wiriwH8mABmuv7,Grape Background,Taffy Turquoise Wings,Fuscia Daisy Dragon,Turtle Shell Scales,Shark Teeth Tail,Thought Bubble Ears,Drowsy Eyes,Dracula Mouth,Hell Boy Horns,Whirlpool Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:07.481+05,2021-10-17 18:19:07.481+05
3169,8169,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8169,https://gateway.pinata.cloud/ipfs/QmVcPQsqcBhpU7T2FdiXvKQ9hWuBR9FhhDNsbStEwFTxtE,Palegreen Background,Devilish Palm Wings,Black Spectrum Dragon,Jigsaw Scales,Sea Weed Tail,Bulldog Ears,Stressed Eyes,Angry Fang Mouth,Ram Horns,Funky Mohican Hair Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:07.482+05,2021-10-17 18:19:07.482+05
3170,8170,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8170,https://gateway.pinata.cloud/ipfs/QmSKP2kP48TJL8Zc81xhNSCm2iEYU8Cr4yphBMwJEYPc9k,Verdun Background,Serpent Wings,Lightning Jade Dragon,Armadillo Armor Scales,Median Strip Tail,Goat Ears,Starry Night Eyes,Drool Mouth,Juvenile Minotaur Horns,Richie Rich Headpiece,Argon Mountain,Electric Beam,Thunder Dragon,f,2021-10-17 18:19:07.482+05,2021-10-17 18:19:07.482+05
3171,8171,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8171,https://gateway.pinata.cloud/ipfs/QmckEFFDskgkx26vsyf84ZFeYwivoY2zM2kjuzbX8fjBHQ,Carolina Flamingo Background,Fairy Rose Wings,Albino Embrace Dragon,Ash Scales,Crystal Cleaved Tail,Knuckle Ears,Envy Eyes,Aggresive Mouth,Snail Shell Horns,Atlan Crown Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:07.483+05,2021-10-17 18:19:07.483+05
3172,8172,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8172,https://gateway.pinata.cloud/ipfs/QmTEJsrHVF8CJjqZSjXhBmeTRDo9RJdTgbeUCjf11aoUnD,Chartreuse Background,Parrot Wings,Scaly Taipan Dragon,Wicker Scales,Golden Snake Tail,Punch Ears,Weary Eyes,Resentful Mouth,Moose Horns,Black Phantom Hair Headpiece,Ranth Desert,Poisnous Dragon,Poison Bite,f,2021-10-17 18:19:07.484+05,2021-10-17 18:19:07.484+05
3173,8173,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8173,https://gateway.pinata.cloud/ipfs/QmYiYkpxthnrRcuNdi8NNzz4gW2GHxMLEDSxudNhtQiMPX,Orchid Sunrise Background,Transveral Blue Wings,Lilac Blue Dragon,Beehive Scales,Deca Thorn Tail,Tired Minotaur Ears,Narcissist Eyes,Resentful Mouth,Anchor Horns,Richie Rich Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:19:07.484+05,2021-10-17 18:19:07.484+05
3174,8174,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8174,https://gateway.pinata.cloud/ipfs/QmZ68jbL2kQ8k9anCgZBP9eBymXExXt9gUDk8CpWxa7oT3,Floral Background,Egyptian Teal Wings,Scaly Taipan Dragon,Firey Scales,Charmander Tail,Punch Ears,Glamorous Eyes,Spicy Mouth,Maleficent Spectrum Horns,Blood Ruby Headpiece,Ranth Desert,Poisnous Dragon,Poison Bite,f,2021-10-17 18:19:07.485+05,2021-10-17 18:19:07.485+05
3175,8175,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8175,https://gateway.pinata.cloud/ipfs/QmRLbL7Azso8VxigDHcXENA9PbpqJ8zuAEwhLg3ocWJaCZ,Deep Sky Blue Background,Obsidian Wings,Snow Leopard Dragon,Diamondback Scales,Spiky Cyan Tail,Nile Cow Ears,Confident Eyes,Growling Mouth,Demon Horns,Atlan Crown Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:07.485+05,2021-10-17 18:19:07.485+05
3176,8176,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8176,https://gateway.pinata.cloud/ipfs/QmZVoJqjKMYMyxa3G9kfmWK8jA3ZKpLsrrYyfhuqSASixp,Electric Cyclone Background,Heavenly Light Wings,Tiger Stripped Dragon,Beehive Scales,Flamingo Neck Tail,Flexing Ears,Bugged Eyes,Smiling Bunny Mouth,Devil Horns,Vision Headpiece,Enchanted Forest,Sound,Sonic Roar,f,2021-10-17 18:19:07.486+05,2021-10-17 18:19:07.486+05
3177,8177,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8177,https://gateway.pinata.cloud/ipfs/QmR3k3kf3d2JR8HBVohWhKst1Q5G57NJ6Hgqc3DBMDnkgU,Cupid Background,Taffy Turquoise Wings,Scaly Taipan Dragon,Ikat Scales,Banana Tail,Yellow Batarang Ears,Envy Eyes,Sad Vampire Mouth,Shadow Embrace Horns,Atlan Crown Headpiece,Ranth Desert,Poisnous Dragon,Poison Bite,f,2021-10-17 18:19:07.486+05,2021-10-17 18:19:07.486+05
3178,8178,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8178,https://gateway.pinata.cloud/ipfs/QmdNYQCKEWDmcAMJo6LSpvNjqzrHSyQGkJEZa2QAsXJu9m,Powder Blue Background,Armada Twine Wings,Neon Grape Dragon,Zig Zag Scales,Green Flame Tail,Emerald Tornado Ears,Bewildered Eyes,Repentant Mouth,Candy Horns,Blood Ruby Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:19:07.487+05,2021-10-17 18:19:07.487+05
3179,8179,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8179,https://gateway.pinata.cloud/ipfs/Qme16iRgUUr7tj6ixafXhmhLNkjQo7uZCbqxcByrZ9Ujqo,Cupid Background,Funky Green Wings,Neon Grape Dragon,Alligator Scales,Fin Plate Tail,Parrot Beak Ears,Weary Eyes,Sad Vampire Mouth,Maleficient Horns,Amethyst Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:19:07.488+05,2021-10-17 18:19:07.488+05
